date,revenue,orders,avg_order_value,returns,channel,day_type
2022-02-03,6220.476395276674,63,65.71334133257575,5,Online,Weekday
2022-02-04,6283.503295559539,67,88.261129561778,3,Online,Weekday
2022-02-05,6252.87421775587,66,111.49582714858599,1,Mobile,Weekend
2022-02-06,6705.239308177647,63,93.79157586587715,4,Online,Weekend
2022-02-07,6002.576970164018,59,106.91195865423951,1,Mobile,Weekday
2022-02-08,6589.305841850754,60,77.16498522577383,2,Mobile,Weekday
2022-02-09,6769.4925463486,61,111.96962881872858,2,Online,Weekday
2022-02-10,6685.766625942478,63,91.67336158107476,4,Online,Weekday
2022-02-11,7199.668796366988,66,100.18254523424358,5,Online,Weekday
2022-02-12,6374.585207667147,68,98.60688247910421,2,Store,Weekend
2022-02-13,6851.07868444395,65,80.92677218661575,2,Store,Weekend
2022-02-14,6562.278343844907,66,82.70373502390326,2,Store,Weekday
2022-02-15,6993.938477009095,66,114.51691703505139,3,Store,Weekday
2022-02-16,6651.006545847138,63,105.98488236252544,4,Online,Weekday
2022-02-17,6565.925342033084,62,115.7507356233014,1,Mobile,Weekday
2022-02-18,7102.65570708946,58,104.86987353253778,4,Store,Weekday
2022-02-19,6591.475593687432,63,102.14485952213825,5,Store,Weekend
2022-02-20,6342.793889286958,70,74.1098407199985,1,Mobile,Weekend
2022-02-21,6638.775588815728,64,95.94449954858246,2,Store,Weekday
2022-02-22,7006.30158611811,67,99.58923519394384,3,Online,Weekday
2022-02-23,7264.502938989682,70,129.2966079740886,1,Online,Weekday
2022-02-24,6906.060988938306,71,110.30434948148016,3,Online,Weekday
2022-02-25,7293.53723818493,63,123.04091772564293,4,Online,Weekday
2022-02-26,6515.50063016155,74,108.96306558842092,4,Mobile,Weekend
2022-02-27,6814.362213286245,75,89.33045159575781,3,Online,Weekend
2022-02-28,6884.664276122726,64,101.75686324224777,5,Store,Weekday
2022-03-01,6960.2663548133,65,103.5433546939635,1,Store,Weekday
2022-03-02,7042.756233026665,76,85.91266645343977,4,Online,Weekday
2022-03-03,7247.185996676852,69,94.23418935110618,2,Mobile,Weekday
2022-03-04,6928.34135883734,59,96.91349509484242,1,Mobile,Weekday
2022-03-05,7124.843625972665,63,124.08429748847678,4,Store,Weekend
2022-03-06,7090.4258258218815,69,68.78889211913533,3,Online,Weekend
2022-03-07,6846.494768137141,65,118.08727631074065,2,Online,Weekday
2022-03-08,7109.927618880842,69,85.94807147560925,2,Online,Weekday
2022-03-09,7120.158117401532,71,79.41881219095579,1,Online,Weekday
2022-03-10,7132.418405932356,79,117.69913195057697,2,Store,Weekday
2022-03-11,7209.611204132829,70,110.97847103851572,4,Mobile,Weekday
2022-03-12,7240.376519829866,77,118.81778053571784,4,Store,Weekend
2022-03-13,7105.023562151592,79,112.01052921318364,6,Mobile,Weekend
2022-03-14,7633.007195045664,79,130.89767502606102,1,Store,Weekday
2022-03-15,6916.268843829402,74,108.38085755416728,4,Online,Weekday
2022-03-16,7066.178620642842,63,97.65283935815262,0,Mobile,Weekday
2022-03-17,8131.248655011668,75,105.14389565982015,2,Online,Weekday
2022-03-18,7000.0824688129405,78,118.65203692518945,2,Mobile,Weekday
2022-03-19,6919.001441290086,72,88.30937012109824,2,Online,Weekend
2022-03-20,7558.543933845206,82,90.22167126202929,1,Online,Weekend
2022-03-21,6727.560726879151,77,95.36559978103139,3,Mobile,Weekday
2022-03-22,7292.030767551487,76,68.43125801852001,5,Store,Weekday
2022-03-23,8017.695111027131,79,102.0711761262632,1,Mobile,Weekday
2022-03-24,6921.218108141953,75,71.7080694407346,2,Mobile,Weekday
2022-03-25,6800.275644453091,61,100.79588969398928,5,Online,Weekday
2022-03-26,6954.690058248555,71,112.97934634202875,2,Store,Weekend
2022-03-27,7682.943684292,80,92.84685309034246,2,Online,Weekend
2022-03-28,7759.271008290102,70,125.15673805280306,4,Store,Weekday
2022-03-29,7275.873307122758,73,78.09248650872269,2,Store,Weekday
2022-03-30,7641.834563511449,69,117.86891022447749,2,Online,Weekday
2022-03-31,7860.576620732964,83,110.12705584610381,3,Store,Weekday
2022-04-01,7985.740928288729,82,74.25950127533966,4,Store,Weekday
2022-04-02,7381.080895118426,70,140.661914485608,4,Online,Weekend
2022-04-03,6769.39180200848,75,99.04382071744051,4,Mobile,Weekend
2022-04-04,7217.828884651809,71,86.83773966766552,5,Store,Weekday
2022-04-05,7339.71817268949,77,78.89369207823975,2,Mobile,Weekday
2022-04-06,7393.152682757268,77,96.69972958510489,0,Online,Weekday
2022-04-07,7416.959983205725,78,98.08889691415061,3,Online,Weekday
2022-04-08,7810.879001580596,76,101.53968292809496,3,Store,Weekday
2022-04-09,7858.842226541104,89,95.5330576566406,2,Online,Weekend
2022-04-10,7425.726031809474,69,109.4983796517264,3,Mobile,Weekend
2022-04-11,7806.900643280227,66,94.18555251005131,5,Online,Weekday
2022-04-12,7584.194709916987,72,70.97553824139294,1,Store,Weekday
2022-04-13,7495.204895818736,66,97.75957756525538,2,Store,Weekday
2022-04-14,7746.190630423968,67,64.48783519940082,4,Online,Weekday
2022-04-15,7493.696715736111,69,105.30655946337085,2,Online,Weekday
2022-04-16,8086.579746387451,70,85.31049654576047,0,Store,Weekend
2022-04-17,7034.352216009761,69,102.450405323737,5,Store,Weekend
2022-04-18,7307.389827400692,77,119.71112472286906,0,Online,Weekday
2022-04-19,7419.479964888407,72,85.76876957098,2,Mobile,Weekday
2022-04-20,7584.197800398289,73,115.91884387768177,3,Online,Weekday
2022-04-21,7827.11130615527,78,93.49915649970771,2,Online,Weekday
2022-04-22,7433.202716609994,70,126.29792203098378,6,Store,Weekday
2022-04-23,7007.093797739,73,94.5227108020268,5,Online,Weekend
2022-04-24,7679.202031012461,76,87.39260521739963,3,Mobile,Weekend
2022-04-25,7645.069074228776,64,110.30857675592932,4,Online,Weekday
2022-04-26,6827.609654304966,62,93.46315405564546,5,Online,Weekday
2022-04-27,7400.068020087193,75,87.37825728806487,2,Online,Weekday
2022-04-28,6914.66905544528,76,92.83240223944313,2,Store,Weekday
2022-04-29,7182.283252219199,84,99.33090201725499,4,Store,Weekday
2022-04-30,7100.271967170146,74,120.13270196867282,4,Store,Weekend
2022-05-01,7602.803817419667,77,70.98868381810635,7,Online,Weekend
2022-05-02,7383.461689670298,72,100.34620988425631,6,Online,Weekday
2022-05-03,6950.606955873015,74,109.37355391981065,4,Mobile,Weekday
2022-05-04,7587.664128386857,81,102.90172862487694,3,Online,Weekday
2022-05-05,6880.356367527602,62,119.64797754150301,5,Mobile,Weekday
2022-05-06,7395.885095978558,75,98.88482005362214,2,Online,Weekday
2022-05-07,7038.505196660352,83,97.23172836721082,6,Mobile,Weekend
2022-05-08,7158.3729781326765,74,108.88494320520014,2,Online,Weekend
2022-05-09,7404.241117053404,80,101.48970722427025,6,Store,Weekday
2022-05-10,7393.80054728309,69,94.14386892579293,3,Online,Weekday
2022-05-11,7622.390432224217,72,107.74216059379569,2,Online,Weekday
2022-05-12,7180.091972832645,72,90.21207560175033,5,Online,Weekday
2022-05-13,7279.7124844700875,60,90.8323427197101,3,Online,Weekday
2022-05-14,7039.01245834272,65,92.0800896735158,2,Online,Weekend
2022-05-15,7207.040986484031,66,120.29603740249611,2,Store,Weekend
2022-05-16,7265.9609225755285,75,51.684754660214296,1,Store,Weekday
2022-05-17,7085.860873115612,75,105.93398252144414,4,Store,Weekday
2022-05-18,6555.042074986607,72,100.51407721300333,2,Store,Weekday
2022-05-19,7176.003722673224,74,74.7869431114282,3,Store,Weekday
2022-05-20,7165.91526216067,69,104.64590168704004,2,Online,Weekday
2022-05-21,6832.075685522682,76,107.13627987747299,3,Online,Weekend
2022-05-22,6629.996603596416,70,108.844588470361,2,Online,Weekend
2022-05-23,7436.873171624317,70,60.22257905432576,0,Mobile,Weekday
2022-05-24,7119.9592824599895,68,120.49584117781657,2,Online,Weekday
2022-05-25,6881.844890650143,72,88.93394942972739,3,Online,Weekday
2022-05-26,6587.138261505599,67,110.29851620129764,1,Store,Weekday
2022-05-27,6659.026056058543,73,111.11610671023429,2,Online,Weekday
2022-05-28,7273.321654844519,63,86.84954371571061,3,Mobile,Weekend
2022-05-29,6900.477107080767,63,109.90689928527325,1,Mobile,Weekend
2022-05-30,6670.30475698109,71,94.21760138631463,4,Online,Weekday
2022-05-31,6964.366865691263,67,68.92934230992765,1,Online,Weekday
2022-06-01,6542.805325797809,65,117.51612888291669,5,Online,Weekday
2022-06-02,7212.736535975665,72,88.37432555475641,1,Store,Weekday
2022-06-03,7143.385574686397,64,87.18259805892919,1,Online,Weekday
2022-06-04,6572.346793986895,66,93.95401197944916,5,Store,Weekend
2022-06-05,6498.21231290766,73,104.08355087991082,0,Store,Weekend
2022-06-06,5875.597609093306,74,99.14094383766846,2,Online,Weekday
2022-06-07,6190.526448473698,74,108.22100387060756,2,Online,Weekday
2022-06-08,6206.870985143916,64,79.90765950207012,4,Store,Weekday
2022-06-09,6622.737655609149,71,88.86420444353898,2,Online,Weekday
2022-06-10,6457.545819075522,60,98.260043915177,4,Mobile,Weekday
2022-06-11,6124.826815234963,60,128.46830938988057,5,Online,Weekend
2022-06-12,6416.8754126020995,53,98.29281192379364,2,Store,Weekend
2022-06-13,6625.418108743265,73,116.27833395492448,3,Mobile,Weekday
2022-06-14,6604.565886846331,60,100.57832753176477,4,Mobile,Weekday
2022-06-15,5848.524554289317,63,92.74512043843647,5,Online,Weekday
2022-06-16,6351.982306253282,59,96.2991336382834,2,Online,Weekday
2022-06-17,5947.32875236453,67,97.47370431956678,4,Store,Weekday
2022-06-18,6604.562970103953,61,109.05468608441107,4,Online,Weekend
2022-06-19,6540.855265367274,56,120.61916901364832,2,Online,Weekend
2022-06-20,6007.6336629822545,64,105.39521271529482,3,Mobile,Weekday
2022-06-21,6018.5322188670325,55,117.80616518112633,0,Online,Weekday
2022-06-22,6081.153056301633,58,85.52815393555471,7,Online,Weekday
2022-06-23,5514.776007457633,51,93.78054236778954,0,Online,Weekday
2022-06-24,6262.388845871923,54,89.13546198688499,0,Store,Weekday
2022-06-25,6050.642991003124,62,104.71666886312279,1,Store,Weekend
2022-06-26,6394.370539013748,51,94.6156242223088,1,Online,Weekend
2022-06-27,5744.550734245632,53,110.94659405551293,0,Online,Weekday
2022-06-28,5859.036073991946,60,86.03497432551337,1,Online,Weekday
2022-06-29,5563.468977319852,57,100.64546459981922,5,Store,Weekday
2022-06-30,5684.757296960785,69,110.30286866518384,0,Online,Weekday
2022-07-01,5602.0422816338005,68,69.02045837439084,6,Mobile,Weekday
2022-07-02,6226.006097431311,54,131.82446960995304,3,Online,Weekend
2022-07-03,5688.307451597206,61,95.75272172680187,4,Mobile,Weekend
2022-07-04,5905.61582496912,62,69.6244012948574,0,Online,Weekday
2022-07-05,5724.726512832398,55,102.37140847865179,7,Store,Weekday
2022-07-06,5428.733865464571,50,100.50165201959726,4,Online,Weekday
2022-07-07,5729.73691458158,57,98.7715843064126,0,Online,Weekday
2022-07-08,5930.6574999246795,56,114.8678666939,2,Mobile,Weekday
2022-07-09,5359.354167993606,55,111.21167457140584,8,Mobile,Weekend
2022-07-10,5935.237482314253,59,104.46814286535768,3,Online,Weekend
2022-07-11,5408.485329716943,52,106.75233450919971,2,Store,Weekday
2022-07-12,5489.490796301115,50,98.4346232584287,3,Store,Weekday
2022-07-13,5764.671765451891,56,126.63236273860073,4,Mobile,Weekday
2022-07-14,5377.623373247001,57,77.8120597246335,1,Online,Weekday
2022-07-15,5559.230626921169,49,102.09477511323846,5,Store,Weekday
2022-07-16,5424.981410902348,59,100.9753694678317,1,Online,Weekend
2022-07-17,5529.766041049275,46,112.1992060909689,5,Online,Weekend
2022-07-18,4748.447282886937,51,87.34219183862652,2,Mobile,Weekday
2022-07-19,4885.634105039143,53,73.84491096405196,1,Online,Weekday
2022-07-20,5591.364463267071,50,102.3523452414729,0,Online,Weekday
2022-07-21,5689.940339823062,50,104.21845738327906,2,Store,Weekday
2022-07-22,5078.037024491483,62,122.34399114171474,1,Store,Weekday
2022-07-23,5250.5668690071925,48,80.94456930512371,2,Online,Weekend
2022-07-24,5384.988314411155,65,117.3204065007508,0,Online,Weekend
2022-07-25,5477.549350089682,54,135.51121546040682,3,Mobile,Weekday
2022-07-26,4634.516265185813,52,94.33352668716284,6,Online,Weekday
2022-07-27,4950.476008275244,54,80.63586670760164,2,Store,Weekday
2022-07-28,5090.2255061059295,64,93.89538450439943,0,Store,Weekday
2022-07-29,5374.904490469825,46,100.2100745105707,2,Online,Weekday
2022-07-30,5887.71575809953,45,108.45681812510372,1,Mobile,Weekend
2022-07-31,5044.2792666093565,47,91.12907905242929,6,Store,Weekend
2022-08-01,4665.361347151424,51,123.32797801221014,4,Online,Weekday
2022-08-02,5183.196796268839,41,83.28201527487907,1,Store,Weekday
2022-08-03,5434.173954830508,50,73.911922717408,2,Store,Weekday
2022-08-04,5045.9441399699845,58,116.60065636430976,5,Store,Weekday
2022-08-05,4717.52455937241,50,65.88068453190701,2,Mobile,Weekday
2022-08-06,5253.219657623654,48,96.93805346690925,3,Online,Weekend
2022-08-07,5141.519149740881,46,146.76521693812072,2,Online,Weekend
2022-08-08,4611.605242156365,53,99.81934670560102,1,Online,Weekday
2022-08-09,5011.179558810457,44,83.18848523955626,5,Online,Weekday
2022-08-10,5173.610470371006,57,99.1390380431981,3,Online,Weekday
2022-08-11,5207.041383575999,58,99.237988170707,3,Mobile,Weekday
2022-08-12,4810.955880934036,49,102.40974910529675,2,Store,Weekday
2022-08-13,4702.263451728035,48,109.9339447323943,5,Store,Weekend
2022-08-14,5157.054418197313,53,84.41333247448391,2,Store,Weekend
2022-08-15,4405.405030151703,53,125.3132208285519,2,Mobile,Weekday
2022-08-16,4880.011333502347,43,103.67671426558927,2,Online,Weekday
2022-08-17,4317.824791576317,44,110.90191069602706,0,Mobile,Weekday
2022-08-18,5029.259054325958,40,90.57775900366536,3,Online,Weekday
2022-08-19,4613.471237143676,48,119.295732054933,5,Mobile,Weekday
2022-08-20,5053.130948997049,50,96.14421386780403,2,Store,Weekend
2022-08-21,4802.090171842641,39,104.16328770240298,2,Online,Weekend
2022-08-22,4270.256705400335,44,86.00340884219337,4,Store,Weekday
2022-08-23,5047.620236889092,39,85.0460256039681,5,Store,Weekday
2022-08-24,5069.07386977089,41,110.32307959679324,4,Online,Weekday
2022-08-25,4852.320220214534,48,93.3458975468892,2,Store,Weekday
2022-08-26,4343.5637478472445,42,87.19265368743434,2,Online,Weekday
2022-08-27,4465.1197108009455,44,90.35224986959454,2,Online,Weekend
2022-08-28,4585.9197677739085,37,110.48429607576132,2,Mobile,Weekend
2022-08-29,4317.035921363296,46,90.56443208194584,2,Store,Weekday
2022-08-30,5022.2058570328345,44,98.23517602596753,3,Mobile,Weekday
2022-08-31,4544.6536020181575,41,100.22541625430645,5,Store,Weekday
2022-09-01,3677.7113297679693,43,71.23976670984551,3,Online,Weekday
2022-09-02,4578.394106408223,45,77.93310391939723,3,Store,Weekday
2022-09-03,4360.528373007735,40,105.04416833871343,5,Store,Weekend
2022-09-04,4431.4073879054795,37,88.94455958270954,4,Mobile,Weekend
2022-09-05,4332.735608794472,53,115.85087366920628,1,Online,Weekday
2022-09-06,4675.402320332638,41,114.50210656375816,2,Mobile,Weekday
2022-09-07,4759.697073377582,43,110.78752999533155,1,Mobile,Weekday
2022-09-08,4499.74869655881,49,127.29657680968896,5,Store,Weekday
2022-09-09,4304.625199472365,61,98.75366008385225,0,Mobile,Weekday
2022-09-10,4386.150976481291,37,109.73322888855759,5,Online,Weekend
2022-09-11,4397.117192382426,46,91.23398535105953,4,Mobile,Weekend
2022-09-12,4143.7487012597085,40,136.78554869303085,3,Store,Weekday
2022-09-13,4551.955434547028,41,129.75450478654028,3,Online,Weekday
2022-09-14,4510.650703897249,40,100.17820651776688,3,Mobile,Weekday
2022-09-15,4829.696737958409,38,105.79879344857788,1,Online,Weekday
2022-09-16,4739.663836958245,43,120.38946399047208,1,Online,Weekday
2022-09-17,4153.421958674833,36,97.79290742778839,2,Store,Weekend
2022-09-18,4601.853119094567,48,90.15063893800443,3,Online,Weekend
2022-09-19,4067.692883806922,43,113.10984626510324,3,Online,Weekday
2022-09-20,4559.552246991275,45,101.17658869125505,3,Mobile,Weekday
2022-09-21,4194.162636412003,41,102.7449167446789,4,Online,Weekday
2022-09-22,4041.127733059664,41,87.48592985398052,5,Online,Weekday
2022-09-23,4431.658422344541,44,74.23491777454905,2,Online,Weekday
2022-09-24,3545.4017335668486,37,103.54213614818651,2,Online,Weekend
2022-09-25,3823.193629143603,41,113.57443062241299,3,Store,Weekend
2022-09-26,4296.541812666321,39,96.61289876385938,2,Store,Weekday
2022-09-27,4376.414726482113,39,121.546442793383,4,Mobile,Weekday
2022-09-28,4243.370047221759,32,89.44125511876683,5,Store,Weekday
2022-09-29,3883.409679214654,50,84.1794331755112,4,Online,Weekday
2022-09-30,4115.539885983733,40,98.99154539205803,4,Mobile,Weekday
2022-10-01,4482.529480861742,49,98.76111136973064,5,Store,Weekend
2022-10-02,4544.553051716129,49,111.54953097002834,2,Store,Weekend
2022-10-03,4370.596060761436,37,88.37555763904022,5,Store,Weekday
2022-10-04,4728.55011183173,38,120.52141355222346,1,Mobile,Weekday
2022-10-05,4507.348264726642,56,129.5037544376238,2,Store,Weekday
2022-10-06,4171.113357596225,52,99.41283959547488,3,Online,Weekday
2022-10-07,4319.011391682156,43,118.74565630276479,3,Store,Weekday
2022-10-08,3990.7043390497397,45,84.1525439406211,3,Online,Weekend
2022-10-09,4388.11388404671,41,116.12832311772874,2,Online,Weekend
2022-10-10,4763.765195591695,46,115.70914612839194,5,Online,Weekday
2022-10-11,4645.888140625318,40,112.95155920284819,3,Online,Weekday
2022-10-12,4871.655164271552,34,99.76655366694558,2,Online,Weekday
2022-10-13,4371.521486317084,38,55.68626588136953,3,Online,Weekday
2022-10-14,4878.133255342964,44,90.37409284521806,6,Store,Weekday
2022-10-15,4428.807821720768,39,90.61125973473096,8,Mobile,Weekend
2022-10-16,4941.347681067954,44,85.32617592909284,3,Mobile,Weekend
2022-10-17,4506.963100457653,39,101.833645068206,0,Online,Weekday
2022-10-18,4739.909844396681,41,93.71554831718149,5,Store,Weekday
2022-10-19,4985.064056109145,49,87.63081985352467,3,Mobile,Weekday
2022-10-20,4499.858678835331,46,84.1179977762827,4,Online,Weekday
2022-10-21,4639.323921408966,45,89.26730521772157,3,Store,Weekday
2022-10-22,4976.9469116781,50,116.82248817774892,2,Store,Weekend
2022-10-23,4567.42459317513,48,90.08462418058758,3,Online,Weekend
2022-10-24,4228.648948089758,53,92.27591940350091,1,Mobile,Weekday
2022-10-25,5285.959540942204,44,93.1495357746513,3,Mobile,Weekday
2022-10-26,4520.814684328191,44,105.0849027071413,0,Online,Weekday
2022-10-27,4728.599189675991,40,106.843742327928,1,Online,Weekday
2022-10-28,5047.540261530852,44,54.33015191135257,3,Online,Weekday
2022-10-29,4538.489135961542,52,115.32452820741412,1,Online,Weekend
2022-10-30,4439.504606146633,53,121.54552051365631,0,Store,Weekend
2022-10-31,4839.337778743963,52,84.24720193957496,0,Store,Weekday
2022-11-01,4247.1643711670895,38,85.41552632897748,4,Online,Weekday
2022-11-02,4721.100260388018,53,93.24619918332593,3,Mobile,Weekday
2022-11-03,4903.877416239566,39,88.65993970815093,4,Online,Weekday
2022-11-04,4772.777619683495,53,103.35890310919909,7,Online,Weekday
2022-11-05,4414.62346431266,46,70.80212070461704,3,Online,Weekend
2022-11-06,5380.300280256374,52,83.2310858794489,1,Store,Weekend
2022-11-07,4957.98332817003,42,123.08795800262361,3,Online,Weekday
2022-11-08,5381.623458979168,55,86.07670048977974,3,Online,Weekday
2022-11-09,4900.097811432312,42,118.65142417154388,2,Online,Weekday
2022-11-10,4740.404703351219,46,105.33007293385205,7,Mobile,Weekday
2022-11-11,5111.924622308672,45,72.86098428117613,2,Mobile,Weekday
2022-11-12,4993.652245144409,41,109.5299379282431,4,Online,Weekend
2022-11-13,4732.727387209482,51,98.2349904671072,3,Online,Weekend
2022-11-14,5555.101231708277,60,93.1679941562539,2,Store,Weekday
2022-11-15,4956.030856539976,64,103.67435639758006,0,Store,Weekday
2022-11-16,4619.606839997779,52,107.11950228350189,7,Online,Weekday
2022-11-17,5599.533162083906,57,110.6138773296193,5,Mobile,Weekday
2022-11-18,5079.605060808877,53,117.67379271322004,5,Store,Weekday
2022-11-19,5078.765594549421,55,106.12203869167534,1,Online,Weekend
2022-11-20,4762.11448740645,51,79.36548866820458,4,Store,Weekend
2022-11-21,5845.023323909134,54,92.89531813523213,4,Mobile,Weekday
2022-11-22,4967.291222056739,56,144.14572502902934,2,Store,Weekday
2022-11-23,5403.441347329959,50,110.86736590572592,1,Online,Weekday
2022-11-24,5691.832356531879,53,135.53930951217245,4,Online,Weekday
2022-11-25,5577.061705979401,54,120.93151123298779,5,Online,Weekday
2022-11-26,5465.5031594947395,58,103.62703107333623,5,Online,Weekend
2022-11-27,5006.096729931538,49,104.52110604671677,2,Store,Weekend
2022-11-28,5307.211922934574,55,99.45129940184731,6,Mobile,Weekday
2022-11-29,5640.329758336158,65,73.9329307623025,3,Store,Weekday
2022-11-30,5382.016564272801,62,100.27070878702337,4,Mobile,Weekday
2022-12-01,5713.665950295422,63,118.16011828813296,4,Online,Weekday
2022-12-02,5891.9719223245875,56,91.00540007768194,2,Mobile,Weekday
2022-12-03,6011.283185508454,58,106.17929498592714,10,Store,Weekend
2022-12-04,5390.045650850492,62,112.77386568839796,4,Online,Weekend
2022-12-05,6452.535133012865,65,86.35479341031287,3,Store,Weekday
2022-12-06,6059.692618265376,48,93.23045703484503,0,Online,Weekday
2022-12-07,5865.098548674647,52,84.73132764284261,2,Store,Weekday
2022-12-08,6228.884996511044,65,87.6675158996589,2,Store,Weekday
2022-12-09,6648.295519112778,58,80.68592074520409,1,Online,Weekday
2022-12-10,5543.934883901593,56,86.4932730793296,4,Store,Weekend
2022-12-11,5945.06896289985,53,121.2918352119676,4,Store,Weekend
2022-12-12,5336.424702849775,57,86.26784456364561,2,Online,Weekday
2022-12-13,6145.256136409677,53,101.89688828591035,3,Online,Weekday
2022-12-14,6234.775823264964,71,92.45696869493567,6,Online,Weekday
2022-12-15,6151.2864996059525,61,117.68298905555409,2,Store,Weekday
2022-12-16,6004.723613632296,61,119.66743444905424,2,Mobile,Weekday
2022-12-17,5624.439054911126,65,112.9610497320842,4,Mobile,Weekend
2022-12-18,6389.714573011631,67,104.59201829654133,5,Store,Weekend
2022-12-19,6752.787319166264,67,96.53410694738652,2,Store,Weekday
2022-12-20,6177.485463542732,68,82.12187943713126,2,Online,Weekday
2022-12-21,6525.564559020456,60,129.15293321683296,4,Store,Weekday
2022-12-22,5961.97041761103,62,88.60490473371169,3,Online,Weekday
2022-12-23,6608.546277779192,68,109.95469520549263,4,Online,Weekday
2022-12-24,6392.427766450072,62,115.89348358935096,3,Store,Weekend
2022-12-25,6320.85852502042,65,91.67079254642006,2,Online,Weekend
2022-12-26,6360.68751274029,67,115.57018790973943,5,Store,Weekday
2022-12-27,6509.986927915204,70,111.46319805008284,0,Mobile,Weekday
2022-12-28,6782.12514110312,57,125.91945753072648,4,Online,Weekday
2022-12-29,6313.111705194837,70,92.95980300359933,3,Online,Weekday
2022-12-30,6627.022177284152,66,80.71203974080427,1,Mobile,Weekday
2022-12-31,6773.131754288585,71,92.41765366833233,4,Store,Weekend
